sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
11159,no_creature_model_data_for_creature_sound_data,attack,2442,,,,5,601439|601442|601445|601454|601466,tempest_mstrngneer_attack03|tempest_mstrngneer_attack05|tempest_mstrngneer_attack01|tempest_mstrngneer_attack04|tempest_mstrngneer_attack02
11168,no_creature_model_data_for_creature_sound_data,attack,2431,,,,4,601469|601472|601487|601499,tempest_mechano_attack02|tempest_mechano_attack04|tempest_mechano_attack03|tempest_mechano_attack01
11184,no_creature_model_data_for_creature_sound_data,attack,2429,,,,3,601502|601511|601517,tempest_millhouse_attack01|tempest_millhouse_attack03|tempest_millhouse_attack02
11201,no_creature_model_data_for_creature_sound_data,attack,2432,,,,3,602207|602210|602216,tempest_pathal_attack01|tempest_pathal_attack03|tempest_pathal_attack02
11220,no_creature_sound_data_attack_mapping,,,,,,4,602828|602840|602846|602852,tempest_voidrvr_attack01|tempest_voidrvr_attack03|tempest_voidrvr_attack02|tempest_voidrvr_attack04
11248,no_creature_model_data_for_creature_sound_data,attack,2430,,,,5,603044|603047|603056|603059|603062,tempest_wrthscryr_attack01|tempest_wrthscryr_attack05|tempest_wrthscryr_attack04|tempest_wrthscryr_attack02|tempest_wrthscryr_attack03
11275,no_creature_sound_data_attack_mapping,,,,,,3,602231|602240|602246,tempest_kael_attack01|tempest_kael_attack03|tempest_kael_attack02
11286,no_creature_model_data_for_creature_sound_data,attack,2410,,,,4,599468|599492|599498|599504,coil_fathomlrd_attack04|coil_fathomlrd_attack01|coil_fathomlrd_attack03|coil_fathomlrd_attack02
11294,no_creature_model_data_for_creature_sound_data,attack,2433,,,,8,600962|600965|600977|600983|600989|600992|600995|601001,coil_hydroclean_attack06|coil_hydroclean_attack05|coil_hydroclean_attack01|coil_hydroclean_attack02|coil_hydroclean_attack03|coil_hydroclean_attack07|coil_hydroclean_attack04|coil_hydroclean_attack08
11301,no_creature_model_data_for_creature_sound_data,attack,2434,,,,4,601007|601010|601019|601037,coil_hydrocorr_attack03|coil_hydrocorr_attack01|coil_hydrocorr_attack04|coil_hydrocorr_attack02
11310,no_creature_model_data_for_creature_sound_data,attack,2437,,,,5,601304|601310|601313|601316|601322,coil_leodemon_attack03|coil_leodemon_attack04|coil_leodemon_attack05|coil_leodemon_attack01|coil_leodemon_attack02
11318,no_creature_model_data_for_creature_sound_data,attack,2435,,,,5,601331|601337|601340|601349|601355,coil_leonghtelf_attack04|coil_leonghtelf_attack05|coil_leonghtelf_attack02|coil_leonghtelf_attack03|coil_leonghtelf_attack01
11330,no_creature_model_data_for_creature_sound_data,attack,2436|3410,,,,4,601622|601628|601637|601643,coil_moro_attack04|coil_moro_attack01|coil_moro_attack02|coil_moro_attack03
11353,no_creature_model_data_for_creature_sound_data,attack,2409|3404,,,,3,599273|599276|599294,grullair_doom_attack01|grullair_doom_attack02|grullair_doom_attack03
11364,no_creature_model_data_for_creature_sound_data,attack,2415|3407,,,,4,600467|600473|600491|600497,grullair_gruul_attack02|grullair_gruul_attack01|grullair_gruul_attack03|grullair_gruul_attack04
11377,no_creature_model_data_for_creature_sound_data,attack,2419|3408,,,,5,600851|600857|600860|600863|600869,grullair_maul_attack01|grullair_maul_attack05|grullair_maul_attack02|grullair_maul_attack03|grullair_maul_attack04
11406,no_creature_sound_data_attack_mapping,,,,,,5,599345|599351|599354|599357|599360,blcktmple_essnceangr_attack04|blcktmple_essnceangr_attack02|blcktmple_essnceangr_attack01|blcktmple_essnceangr_attack03|blcktmple_essnceangr_attack05
11429,no_creature_model_data_for_creature_sound_data,attack,2413,,,,9,600131|600134|600137|600140|600152|600158|600164|600176|600179,blcktmple_gathios_attack04|blcktmple_gathios_attack05|blcktmple_gathios_attack09|blcktmple_gathios_attack07|blcktmple_gathios_attack06|blcktmple_gathios_attack01|blcktmple_gathios_attack08|blcktmple_gathios_attack02|blcktmple_gathios_attack03
11447,no_creature_model_data_for_creature_sound_data,attack,2420,,,,7,600878|600881|600884|600902|600911|600917|600923,blcktmple_hinethzer_attack06|blcktmple_hinethzer_attack04|blcktmple_hinethzer_attack07|blcktmple_hinethzer_attack03|blcktmple_hinethzer_attack05|blcktmple_hinethzer_attack01|blcktmple_hinethzer_attack02
11460,no_creature_sound_data_attack_mapping,,,,,,4,551926|551927|551932|551934,blcktmple_highwar_attack04|blcktmple_highwar_attack03|blcktmple_highwar_attack01|blcktmple_highwar_attack02
11489,no_creature_sound_data_attack_mapping,,,,,,6,601274|601280|601283|601289|601292|601298,blcktmple_ladymal_attack01|blcktmple_ladymal_attack04|blcktmple_ladymal_attack05|blcktmple_ladymal_attack03|blcktmple_ladymal_attack02|blcktmple_ladymal_attack06
11670,no_creature_sound_data_attack_mapping,,,,,,4,547308|547309|547312|547318,doomguardoutlandattack2hb|doomguardoutlandattack1hb|doomguardoutlandattack2ha|doomguardoutlandattack1ha
11690,no_creature_model_data_for_creature_sound_data,attack,2401,,,,3,556107|556109|556118,nagaattackb|nagaattacka|nagaattackc
11748,no_creature_sound_data_attack_mapping,,,,,,1,1259868,mon_moonkin_attack08
11749,no_creature_sound_data_attack_mapping,,,,,,3,560811|560812|560813,sporelingattacka|sporelingattackc|sporelingattacke
11752,no_creature_sound_data_attack_mapping,,,,,,3,561392|561395|561398,tallstriderattacka|tallstriderattackc|tallstriderattackb
11774,no_creature_model_data_for_creature_sound_data,attack,2457,,,,4,551926|551927|551932|551934,blcktmple_highwar_attack04|blcktmple_highwar_attack03|blcktmple_highwar_attack01|blcktmple_highwar_attack02
11778,no_creature_model_data_for_creature_sound_data,attack,2458,,,,4,549868|549869|549870|549872,giantspiderattackd|giantspiderattackc|giantspiderattacka|giantspiderattackb
11784,no_creature_sound_data_attack_mapping,,,,,,5,560790|560793|560795|560796|560797,sporebatattackd|sporebatattacke|sporebatattackc|sporebatattackb|sporebatattacka
11785,no_creature_sound_data_attack_mapping,,,,,,3,561112|561115|561116,stormcrowattacka|stormcrowattackc|stormcrowattackb
12063,no_creature_model_data_for_creature_sound_data,attack,2506,,,,8,554643|554645|554647|554648|554651|554665|554673|554676,malacrassattack01|malacrassattack07|malacrassattack03|malacrassattack06|malacrassattack04|malacrassattack08|malacrassattack02|malacrassattack05
12105,no_creature_model_data_for_creature_sound_data,attack,2507,,,,10,551419|551420|551421|551426|551432|551437|551438|551440|551441|551445,halazzitrollattack08|halazzitrollattack04|halazzitrollattack05|halazzitrollattack02|halazzitrollattack07|halazzitrollattack01|halazzitrollattack03|halazzitrollattack06|halazzitrollattack10|halazzitrollattack09
12121,no_creature_sound_data_attack_mapping,,,,,,4,544951|544953|544954|544955,mbearattackb|mbearattacka|mbearattackd|mbearattackcriticala
12202,no_creature_sound_data_attack_mapping,,,,,,4,551948|551949|551951|551952,mhippogryphattacka|mhippogryphattackd|mhippogryphattackc|mhippogryphattackb
12240,no_creature_sound_data_attack_mapping,,,,,,1,549361,frostwyrmattacka
12371,no_creature_model_data_for_creature_sound_data,attack,2589,,,,4,551088|551089|551095|551096,sp_alyt_attack01|sp_alyt_attack02|sp_alyt_attack04|sp_alyt_attack03
12374,no_creature_model_data_for_creature_sound_data,attack,2520,,,,5,545656|545657|545666|545672|545674,sp_brut_attack03|sp_brut_attack01|sp_brut_attack04|sp_brut_attack05|sp_brut_attack02
12377,no_creature_model_data_for_creature_sound_data,attack,2590,,,,10,553567|553574|553575|553576|553578|553579|553580|553581|553586|553589,sp_sacr_attack10|sp_sacr_attack07|sp_sacr_attack08|sp_sacr_attack04|sp_sacr_attack01|sp_sacr_attack06|sp_sacr_attack03|sp_sacr_attack02|sp_sacr_attack05|sp_sacr_attack09
12384,no_creature_model_data_for_creature_sound_data,attack,2591,,,,4,558239|558240|558245|558256,mt_delr_attack03|mt_delr_attack02|mt_delr_attack01|mt_delr_attack04
12391,no_creature_model_data_for_creature_sound_data,attack,2592,,,,7,559591|559602|559603|559604|559605|559609|559612,sp_sath_attack06|sp_sath_attack04|sp_sath_attack03|sp_sath_attack01|sp_sath_attack07|sp_sath_attack02|sp_sath_attack05
12402,no_creature_model_data_for_creature_sound_data,attack,2593,,,,3,559950|559953|559957,mt_seli_attack03|mt_seli_attack02|mt_seli_attack01
12670,no_creature_sound_data_attack_mapping,,,,,,4,600467|600473|600491|600497,grullair_gruul_attack02|grullair_gruul_attack01|grullair_gruul_attack03|grullair_gruul_attack04
12860,no_creature_sound_data_attack_mapping,,,,,,1,567930,unarmedattacklargeb
12917,no_creature_model_data_for_creature_sound_data,attack,2610,,,,5,601136|601142|601145|601148|601163,jormungar_larvaattackc|jormungar_larvaattacke|jormungar_larvaattackd|jormungar_larvaattacka|jormungar_larvaattackb
12954,no_creature_sound_data_attack_mapping,,,,,,10,538907|538909|538923|538930|538932|538938|538944|538951|538954|538961,mon_soundtest_attackcrit08|mon_soundtest_attackcrit03|mon_soundtest_attackcrit05|mon_soundtest_attackcrit10|mon_soundtest_attackcrit07|mon_soundtest_attackcrit06|mon_soundtest_attackcrit01|mon_soundtest_attackcrit09|mon_soundtest_attackcrit04|mon_soundtest_attackcrit02
13081,no_creature_model_data_for_creature_sound_data,attack,2574|2677|2678,,,,9,559883|559884|559887|559888|559891|559896|559902|559903|559904,seavrykulmaleattack5|seavrykulmaleattack3|seavrykulmaleattack2|seavrykulmaleattack9|seavrykulmaleattack1|seavrykulmaleattack6|seavrykulmaleattack4|seavrykulmaleattack7|seavrykulmaleattack8
13133,no_creature_sound_data_attack_mapping,,,,,,7,602675|602687|602693|602696|602708|602711|602723,titanmale_ghostattackf|titanmale_ghostattackg|titanmale_ghostattackd|titanmale_ghostattacka|titanmale_ghostattackb|titanmale_ghostattacke|titanmale_ghostattackc
13169,no_creature_model_data_for_creature_sound_data,attack,2708,,,,10,556799|556800|556802|556805|556807|556809|556811|556812|556814|556817,dk_novo_attack02|dk_novo_attack05|dk_novo_attack04|dk_novo_attack09|dk_novo_attack07|dk_novo_attack03|dk_novo_attack01|dk_novo_attack06|dk_novo_attack10|dk_novo_attack08
13179,no_creature_model_data_for_creature_sound_data,attack,2709|4455,,,,6,562853|562857|562860|562861|562864|562866,dk_trol_attack06|dk_trol_attack03|dk_trol_attack01|dk_trol_attack05|dk_trol_attack04|dk_trol_attack02
13190,no_creature_model_data_for_creature_sound_data,attack,2710,,,,8,543869|543870|543871|543877|543879|543880|543881|543885,tn_anom_attack07|tn_anom_attack04|tn_anom_attack03|tn_anom_attack01|tn_anom_attack08|tn_anom_attack05|tn_anom_attack06|tn_anom_attack02
13196,no_creature_model_data_for_creature_sound_data,attack,2711,,,,8,546349|546356|546357|546358|546359|546363|546365|546371,tn_stou_attack07|tn_stou_attack06|tn_stou_attack02|tn_stou_attack01|tn_stou_attack05|tn_stou_attack03|tn_stou_attack08|tn_stou_attack04
13204,no_creature_model_data_for_creature_sound_data,attack,2712,,,,7,546752|546753|546757|546758|546760|546770|546774,uk_dalr_attack06|uk_dalr_attack02|uk_dalr_attack03|uk_dalr_attack04|uk_dalr_attack07|uk_dalr_attack05|uk_dalr_attack01
13208,no_creature_sound_data_attack_mapping,,,,,,1,552582,ingvarattack01
13215,no_creature_model_data_for_creature_sound_data,attack,2713,,,,7,552543|552544|552561|552581|552585|552587|552589,uk_ingv_attack05|uk_ingv_attack06|uk_ingv_attack04|uk_ingv_attack03|uk_ingv_attack01|uk_ingv_attack02|uk_ingv_attack07
13218,no_creature_model_data_for_creature_sound_data,attack,2714,,,,7,552554|552555|552558|552565|552569|552576|552583,uk_ingvdeadattack02|uk_ingvdeadattack05|uk_ingvdeadattack06|uk_ingvdeadattack01|uk_ingvdeadattack04|uk_ingvdeadattack07|uk_ingvdeadattack03
13226,no_creature_model_data_for_creature_sound_data,attack,2715,,,,6,558306|558307|558309|558310|558314|558317,uk_kele_attack03|uk_kele_attack02|uk_kele_attack01|uk_kele_attack05|uk_kele_attack04|uk_kele_attack06
13234,no_creature_model_data_for_creature_sound_data,attack,2716,,,,5,560566|560574|560575|560580|560581,uk_skar_attack03|uk_skar_attack05|uk_skar_attack04|uk_skar_attack02|uk_skar_attack01
13239,no_creature_sound_data_attack_mapping,,,,,,3,550359|550360|550361,gnomeattackc|gnomeattacka|gnomeattackb
13240,no_creature_sound_data_attack_mapping,,,,,,1,552557,ingvarattack02
13241,no_creature_sound_data_attack_mapping,,,,,,1,552578,ingvarattack03
13242,no_creature_sound_data_attack_mapping,,,,,,1,552586,ingvarattack04
13267,no_creature_sound_data_attack_mapping,,,,,,1,568955,focused_attacks_impact
13325,no_creature_model_data_for_creature_sound_data,attack,2724,,,,6,551060|551062|551070|551071|551073|551078,tn_tele_attack02|tn_tele_attack01|tn_tele_attack03|tn_tele_attack05|tn_tele_attack06|tn_tele_attack04
13334,no_creature_model_data_for_creature_sound_data,attack,2725,,,,7,557858|557859|557860|557863|557865|557879|557882,tn_ormo_attack05|tn_ormo_attack07|tn_ormo_attack02|tn_ormo_attack04|tn_ormo_attack06|tn_ormo_attack01|tn_ormo_attack03
13369,no_creature_sound_data_attack_mapping,,,,,,5,600335|600347|600359|600368|600374,golemcanoniron_attack_05|golemcanoniron_attack_04|golemcanoniron_attack_03|golemcanoniron_attack_02|golemcanoniron_attack_01
13371,no_creature_sound_data_attack_mapping,,,,,,3,547691|547698|547700,drakeattackb|drakeattacka|drakeattackc
13373,no_creature_sound_data_attack_mapping,,,,,,1,569398,cthuneyeattackloop
13419,no_creature_model_data_for_creature_sound_data,attack,2750,,,,5,546201|546205|546213|546216|546217,cs_epoch_attack03|cs_epoch_attack04|cs_epoch_attack01|cs_epoch_attack02|cs_epoch_attack05
13436,no_creature_model_data_for_creature_sound_data,attack,2751,,,,4,555042|555045|555047|555048,cs_meathook_attack02|cs_meathook_attack03|cs_meathook_attack04|cs_meathook_attack01
13438,no_creature_sound_data_attack_mapping,,,,,,10,601853|601877|601898|601904|601907|601916|601925|601928|601940|601946,northrendicegiant_attack09|northrendicegiant_attack02|northrendicegiant_attack03|northrendicegiant_attack01|northrendicegiant_attack04|northrendicegiant_attack07|northrendicegiant_attack08|northrendicegiant_attack10|northrendicegiant_attack06|northrendicegiant_attack05
13457,no_creature_model_data_for_creature_sound_data,attack,2758,,,,4,553177|553180|553183|553190,tn_keristrasza_attack03|tn_keristrasza_attack01|tn_keristrasza_attack02|tn_keristrasza_attack04
13463,no_creature_model_data_for_creature_sound_data,attack,2759,,,,4,546335|546336|546337|546339,tn_kolu_attack04|tn_kolu_attack03|tn_kolu_attack02|tn_kolu_attack01
13470,no_creature_model_data_for_creature_sound_data,attack,2760|3424,,,,4,551008|551015|551021|551023,up_gortok_attack01|up_gortok_attack03|up_gortok_attack04|up_gortok_attack02
13486,no_creature_model_data_for_creature_sound_data,attack,2761,,,,5,559538|559544|559546|559558|559562,cs_salramm_attack02|cs_salramm_attack01|cs_salramm_attack04|cs_salramm_attack05|cs_salramm_attack03
13496,no_creature_model_data_for_creature_sound_data,attack,2762,,,,4,554597|554605|554610|554613,hs_maidenofgrief_attack01|hs_maidenofgrief_attack03|hs_maidenofgrief_attack04|hs_maidenofgrief_attack02
13511,no_creature_model_data_for_creature_sound_data,attack,2763,,,,10,560538|560549|560550|560553|560554|560556|560557|560561|560562|560563,up_skad_attack09|up_skad_attack08|up_skad_attack03|up_skad_attack05|up_skad_attack06|up_skad_attack10|up_skad_attack02|up_skad_attack04|up_skad_attack01|up_skad_attack07
13531,no_creature_sound_data_attack_mapping,,,,,,5,565188|565189|565190|565191|565192,zombifiedvrykulattackd|zombifiedvrykulattackb|zombifiedvrykulattackc|zombifiedvrykulattacka|zombifiedvrykulattacke
13574,no_world_creature_template_mapping_for_display,attack,2476|2689|2691|2692|2693,2595,21686|63014,0|1,9,602858|602861|602867|602873|602879|602903|602906|602912|602915,vrykulfemaleattack9|vrykulfemaleattack1|vrykulfemaleattack4|vrykulfemaleattack8|vrykulfemaleattack5|vrykulfemaleattack3|vrykulfemaleattack2|vrykulfemaleattack6|vrykulfemaleattack7
13608,no_creature_model_data_for_creature_sound_data,attack,2773,,,,4,547716|547720|547732|547733,oc_drak_attack02|oc_drak_attack01|oc_drak_attack04|oc_drak_attack03
13634,no_creature_model_data_for_creature_sound_data,attack,2775,,,,5,553899|553903|553912|553917|553919,oc_ereg_attack02|oc_ereg_attack05|oc_ereg_attack04|oc_ereg_attack03|oc_ereg_attack01
13647,no_creature_model_data_for_creature_sound_data,attack,2776,,,,7,554517|554519|554530|554532|554533|554534|554538,oc_urom_attack04|oc_urom_attack02|oc_urom_attack03|oc_urom_attack01|oc_urom_attack05|oc_urom_attack07|oc_urom_attack06
13658,no_creature_model_data_for_creature_sound_data,attack,2777,,,,4,563614|563616|563624|563627,oc_varo_attack01|oc_varo_attack04|oc_varo_attack03|oc_varo_attack02
13796,no_creature_sound_data_attack_mapping,,,,,,5,558189|558190|558196|558199|558205,polarbearcub_attack02|polarbearcub_attack01|polarbearcub_attack03|polarbearcub_attack05|polarbearcub_attack04
13861,no_creature_model_data_for_creature_sound_data,attack,2789,,,,4,561191|561192|561193|561205,up_svala_attack03|up_svala_attack04|up_svala_attack02|up_svala_attack01
13872,no_creature_model_data_for_creature_sound_data,attack,2790,,,,6,558474|558477|558478|558479|558482|558492,dk_thar_attack03|dk_thar_attack02|dk_thar_attack04|dk_thar_attack05|dk_thar_attack01|dk_thar_attack06
13880,no_creature_sound_data_attack_mapping,,,,,,3,598766|598775|598778,demolisherattackthrown1|demolisherattackthrown2|demolisherattackthrown3
13881,no_creature_sound_data_attack_mapping,,,,,,3,598754|598763|598772,demolisherattackunarmed3|demolisherattackunarmed1|demolisherattackunarmed2
13891,no_creature_sound_data_attack_mapping,,,,,,3,598808|598811|598817,siegevehicleattackthrown2|siegevehicleattackthrown3|siegevehicleattackthrown1
13892,no_creature_sound_data_attack_mapping,,,,,,3,569864|569865|569866,siegevehicleattackunarmed1|siegevehicleattackunarmed3|siegevehicleattackunarmed2
